price,address,city,state,zipcode,beds,baths,floor_size,year_built,Property_Type,HOA,Lot,PricePerSqFt,Description,remodel_year,Schools,No. of Nearby Schools
1300000,"214 Peppermint Tree Ter UNIT 1,", Sunnyvale,CA,94086,3,4,"1,577",2010,Townhouse,$255/month,"2,178 sqft",$824,None,2008,"'Braly Elementary School', 'Marian A. Peterson Middle School', 'Adrian Wilcox High School'",3
1695000,"756 Lois Ave,", Sunnyvale,CA,94087,4,2,"1,339",1953,Single Family,None,"6,329 sqft","$1,266","Classic single level 4BR/2BA on quiet tree-lined street. Enter the calm of the light airy living room, illuminated by large double pane windows. On your right find a kitchen with modern cabinets, granite counter-tops and brand new flooring. Charmed by the breakfast nook, sit and have a cup of tea. Exit out the sliding glass patio doors, onto your generous patio. Sipping your drink, watch the children play tag in the lush backyard and on the play structure. The fourth bedroom suite, with a built-in desk and murphy bed, can be used as a master suite or switched to a home office. Open living room and bedrooms feature hardwood floors with central A/C throughout. A detached ""granny"" unit in the backyard can generate rental incomes.Read more",1953,"'Cherry Chase Elementary School', 'Sunnyvale Middle School', 'Homestead High School'",3
1448000,"1659 New Brunswick Ave,", Sunnyvale,CA,94087,3,2,"1,144",1973,Townhouse,$404/month,"2,178 sqft","$1,266","Move in and enjoy this beautiful 3 bedroom, 2 full bathroom single-story townhome with Cupertino schools! Stunning chefs kitchen with granite countertops, stainless steel appliances & gas range! Elegant dining room with crown molding & sliding glass door! Bright living room with vaulted ceiling, sliding glass door & large window! New carpets & gleaming floors! New interior paint! Double-pane windows & central A/C! Lovely master suite with vaulted ceiling, beautiful master bathroom & large sliding glass door! Two children's bedrooms! Beautifully remodeled bathrooms! Desirable single-story layout! Panel doors & upgraded lighting! Amazing privacy and security thanks to the front and backyard designs! Peaceful & private lot! Attached two car garage! The pleasant HOA includes a pool! Exceptional commute location near the Cupertino & Los Altos borders! Short walk to Homestead High! World-class Cupertino schools! West Valley Elementary, Cupertino Middle & Homestead High! Wow!Read more",1973,"'West Valley Elementary School', 'Cupertino Middle School', 'Homestead High School'",3
3200000,"1487 Norman Dr,", Sunnyvale,CA,94087,4,3,"3,296",2004,Single Family,None,"9,626 sqft",$971,None,2004,"'Laurelwood Elementary School', 'Marian A. Peterson Middle School', 'Adrian Wilcox High School'",3
2125000,"1159 Vasquez Ave,", Sunnyvale,CA,94086,3,3,"2,444",1964,Single Family,None,"6,250 sqft",$869,"Open HouseSun, Mar 81:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T13:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/1159-Vasquez-Ave-Sunnyvale-CA-94086/19519587_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1159 Vasquez Ave"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1159 Vasquez Ave"",""postalCode"":""94086"",""addressLocality"":""Sunnyvale"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISfs60b4ylwmf01000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":2125000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1159-Vasquez-Ave-Sunnyvale-CA-94086/19519587_zpid/""},""performer"":""Coldwell Banker Realty - Los Gatos""}",1964,"'Vargas Elementary School', 'Sunnyvale Middle School', 'Homestead High School'",3
2488000,"365 Beemer Ave,", Sunnyvale,CA,94086,4,3,"2,337",2020,Single Family,None,"5,414 sqft","$1,065","This brand new, ultra-modern residence completed in 2020 is accessed via private paver driveway & offers 4 bedrooms & 3 bathrooms in a spacious 2,337 sq. ft. (per plans). Stunning exterior details include large windows, cedar siding & a designer stone wall. An expansive great room with 10 foot ceilings & white oak engineered floors comprises most of the 1st floor & includes a charming sitting area with gas fireplace, grand dining area, & large living room. The kitchen showcases a Zline 6 burner gas range, Bosch dishwasher, quartz counters & large island with breakfast bar, accented by pendant lights. Upstairs are 3 bedrooms, including the master suite with vaulted ceilings, walk-in closet & bath with jetted tub, 2 sinks & separate shower. The downstairs 4th bedroom is next to a full bath. More amenities include 2 AC units, tankless water heater, Nest thermostats & 2 car garage with epoxy floor. This walkable location is close to Murphy Ave., Caltrain, high-tech employers & Murphy Park.Read more",None,"'Bishop Elementary School', 'Columbia Middle School', 'Fremont High School'",3
2800000,"890 Zinfandel Way,", Sunnyvale,CA,94087,5,3,"2,945",2001,Single Family,None,"6,464 sqft",$951,"Come view this magnificent home located in desirable Sunnyvale.This open floor plan offers plenty of space for entertaining! The custom designed kitchen is a dream. It includes a Bosch refrigerator, an oven that has a convection feature, the gas 6 burner Wolff stove top, a huge pantry and custom cabinetry to name just a few upgrades.The wet bar, located near the formal dining room, is quite convenient as well as room for a built in wine refrigerator. The family room has custom cabinetry and plenty of room to relax in. The new fireplace in the living room is an eye catcher. The office has been designed for the busy executive. The guest bedroom is quite inviting for your guests to use. As you climb the attractive stairwell you will come to the massive Master suite with his and hers walk in closets. In viewing the other three upstairs bedrooms, you will see they are quite spacious. Enjoy the built-in bbq. Close to highways 85 and 280. Cut your commute time to high tech firms.Read more",2001,"'Cumberland Elementary School', 'Sunnyvale Middle School', 'Fremont High School'",3
269900,"125 N Mary Ave SPC 91,", Sunnyvale,CA,94086,3,2,"1,108",2007,Mobile / Manufactured,None,None,$244,"Open HouseSat, Mar 72:00 PM - 5:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T14:00:00"",""endDate"":""2020-03-07T17:00:00"",""name"":""Open House - 2:00 PM - 5:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/125-N-Mary-Ave-SPC-91-Sunnyvale-CA-94086/2107341459_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""125 N Mary Ave SPC 91"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""125 N Mary Ave SPC 91"",""postalCode"":""94086"",""addressLocality"":""Sunnyvale"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISrldulyue3c5l0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":269900,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/125-N-Mary-Ave-SPC-91-Sunnyvale-CA-94086/2107341459_zpid/""},""performer"":""Realty World-Todd Su & Company""}",None,"'Vargas Elementary School', 'Sunnyvale Middle School', 'Homestead High School'",3
998000,"614 San Conrado Ter UNIT 1,", Sunnyvale,CA,94085,2,2,"1,078",1985,Condo,$442/month,None,$926,"Spacious 2bedroom 2bath end unit on the lower level, beautifully staged, move-in condition, lovely balcony with extra storage, inside laundry, hardwood flooring, walk-in closets, remodeled kitchen and bathrooms. Extra-long private tandem garage. A/C and Central Heating, a beautiful playground and lawns surrounded by redwoods, plenty of guest parking. Easy access to highways, easy commute to major employment, excellent location to everything Silicon Valley has to offer! highly desirable complex and terrific commute location!Read more",1985,"'Bishop Elementary School', 'Columbia Middle School', 'Fremont High School'",3
426988,"1220 Vienna Dr SPC 565,", Sunnyvale,CA,94089,3,3,"1,900",2014,Mobile / Manufactured,None,None,$225,"Come see the ultimate in affordable luxury living! Close to all major tech companies with easy access to 101/237 and a 3-minute walk to light rail. This home is the crown jewel in the beautiful, private community of Plaza del Rey. Situated on one of the largest lots in the quiet East Park, you'll fall in love with this bright, open, modern 3 bed/3 bath home featuring 1900 sq. ft. of amenities, including an oversized master suite with a 5-piece bath (including walk-in shower and soaking tub), a generous second bedroom with en suite bath, and a one-of-its-kind open-air central courtyard so you can enjoy the outdoors in private. The home also boasts recently refreshed paint, carpet and appliances (washer, dryer and refrigerator) and a stunning, landscaped side yard that is perfect for grilling or hosting. Additional features: 9 ft. ceilings and crown molding* Stainless steel appliances* Central heating and A/C* Durable wood laminate floors* 3-car parking* Extra-large storage shed.Read more",None,"'George Mayne Elementary School', 'Marian A. Peterson Middle School', 'Adrian Wilcox High School'",3
1525000,"133 Paperbark Ter,", Sunnyvale,CA,94086,4,4,"1,914",2017,Townhouse,$364/month,788 sqft,$797,"Open HouseSun, Mar 81:30 PM - 4:30 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T13:30:00"",""endDate"":""2020-03-08T16:30:00"",""name"":""Open House - 1:30 PM - 4:30 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/133-Paperbark-Ter-Sunnyvale-CA-94086/243211323_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""133 Paperbark Ter"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""133 Paperbark Ter"",""postalCode"":""94086"",""addressLocality"":""Sunnyvale"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISfoj3n4noxzoz0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1525000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/133-Paperbark-Ter-Sunnyvale-CA-94086/243211323_zpid/""},""performer"":""KW Bay Area Estates""}",None,"'Ellis Elementary School', 'Sunnyvale Middle School', 'Fremont High School'",3
1598000,"932 Poplar Ave,", Sunnyvale,CA,94086,3,2,"1,296",1963,Single Family,None,"5,606 sqft","$1,233","Single Story Charmer! 3 Bedroom 2 Bathroom Single Family in the heart of Sunnyvale! Located minutes from Ponderosa Park, Downtown Sunnyvale, Apple, Google & so many more! Loads of curb appeal surrounded by fruit trees, this recently remodeled home has tons of natural light w/extra windows and a functional floor-plan. Open, bright and separate Living Room with Bay Window! Dining Room off of Kitchen. Additional Family Room off of Kitchen w/Fireplace & Large patio door leading to backyard! Master Suite with custom closets & recently upgraded en-suite bathroom. Upgraded hallway bathroom! Home was remodeled recently with copper piping, new paint, new tile, new flooring and so much more! 2 Car side by side garage. Spacious backyard, great for outdoor dining & entertaining. Located near major companies such as Apple, Google, Linkedin, Amazon, & so many more! Short drive to downtown Sunnyvale w/restaurants, Target, Whole Foods and Movie Theater coming soon! Walk to Starbucks, Dining & shops!Read more",1963,"'Braly Elementary School', 'Marian A. Peterson Middle School', 'Adrian Wilcox High School'",3
679000,"999 W Evelyn Ter APT 80,", Sunnyvale,CA,94086,1,1,822,1976,Condo,$440/month,None,$826,"Open HousesSat, Mar 71:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T13:00:00"",""endDate"":""2020-03-07T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/999-W-Evelyn-Ter-APT-80-Sunnyvale-CA-94086/19550563_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""999 W Evelyn Ter APT 80"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""999 W Evelyn Ter APT 80"",""postalCode"":""94086"",""addressLocality"":""Sunnyvale"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/IS7u63ge34cx9x0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":679000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/999-W-Evelyn-Ter-APT-80-Sunnyvale-CA-94086/19550563_zpid/""},""performer"":""Intero Real Estate Services""}Sun, Mar 81:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T13:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/999-W-Evelyn-Ter-APT-80-Sunnyvale-CA-94086/19550563_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""999 W Evelyn Ter APT 80"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""999 W Evelyn Ter APT 80"",""postalCode"":""94086"",""addressLocality"":""Sunnyvale"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/IS7u63ge34cx9x0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":679000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/999-W-Evelyn-Ter-APT-80-Sunnyvale-CA-94086/19550563_zpid/""},""performer"":""Intero Real Estate Services""}",1976,"'Ellis Elementary School', 'Sunnyvale Middle School', 'Fremont High School'",3
